Delivery_ID,Pickup_Latitude,Pickup_Longitude,Dropoff_Latitude,Dropoff_Longitude,Delivery_Distance_km,Package_Weight_kg,Delivery_Time_Est_min,Order_Value,Platform_Fees,Time_of_Day,Day_of_Week,Weather_Condition,Delivery_Type,Traffic_Index,Delivery_Location_Type,Discount_Applied,Surge_Multiplier,Fuel_Cost,Total_Delivery_Fee
5508,81.450633,85.924089,-47.049463,-109.998915,38.71,18.08,183,222.41,3.61,Morning,Tuesday,Rainy,Standard,1.47,Urban,0.0,1.0,2.48,46.098
5509,59.3181825,52.69247,-71.0964525,112.177594,22.89,13.6,154,426.71,3.51,Morning,Friday,Snowy,Standard,1.85,Suburban,0.0,1.61,1.42,48.36762
5510,36.7233955,-53.667145,-28.9162395,-174.90645,28.77,3.89,123,467.48,2.52,Evening,Saturday,Snowy,Express,1.54,Remote,8.95,1.0,4.02,22.551
5511,-2.5287725,172.414526,-35.808574,24.533915,16.99,0.97,137,394.18,1.92,Evening,Sunday,Rainy,Express,0.81,Remote,0.0,1.39,3.63,27.28153
5512,1.166135,11.688239,68.8157545,111.272479,8.49,1.34,108,390.15,1.91,Night,Saturday,Sunny,Standard,1.24,Suburban,11.02,1.0,2.39,0.7420000000000009
5513,87.356383,-161.849688,-13.587231,88.937049,16.76,7.04,131,389.64,0.77,Morning,Friday,Windy,Standard,0.81,Urban,0.0,1.0,8.42,26.118
5514,70.129089,-89.798364,16.8058455,-154.173367,49.94,5.26,153,292.67,2.86,Morning,Sunday,Sunny,Standard,0.53,Suburban,15.13,1.0,2.54,32.852
5515,-36.6648125,-54.489025,-39.917683,167.411501,18.04,2.23,68,468.99,1.6,Evening,Thursday,Sunny,Express,1.29,Suburban,0.0,1.0,2.01,19.157
5516,-4.6878625,-43.035684,-71.9286165,-32.935738,49.88,12.2,197,10.11,3.54,Morning,Saturday,Rainy,Standard,1.2,Remote,0.0,1.0,4.61,54.154
5517,62.2494035,150.842586,-52.0921055,-72.961346,39.53,10.69,11,499.18,2.17,Evening,Saturday,Rainy,Express,1.78,Remote,0.0,1.87,9.32,90.61833000000001
5518,60.4873265,-57.721497,-14.696262,100.544015,21.85,4.11,93,447.22,4.75,Night,Wednesday,Snowy,Express,0.82,Suburban,18.65,1.0,1.38,7.015000000000001
5519,34.5750925,-1.425074,-67.6493865,-162.619728,4.82,0.16,237,482.97,2.16,Night,Tuesday,Windy,Standard,1.47,Suburban,0.0,1.0,8.79,14.886
5520,-47.953234,-26.314058,48.2348075,-41.769128,43.55,2.61,45,63.73,3.51,Night,Friday,Cloudy,Standard,0.88,Urban,0.0,1.0,4.67,44.325
5521,-63.341091,-21.135899,89.248637,-177.50131,12.39,3.68,237,46.76,2.23,Morning,Saturday,Cloudy,Standard,0.72,Urban,0.0,1.0,2.62,16.602
5522,34.403515,-43.864109,-26.4736075,-85.445375,20.93,17.28,145,44.27,4.2,Evening,Saturday,Snowy,Express,0.67,Suburban,0.0,1.0,8.65,38.234
5523,-73.68188,60.509567,14.6742205,-78.507827,32.08,16.6,212,329.09,2.15,Night,Tuesday,Sunny,Standard,0.85,Suburban,0.0,1.0,7.64,43.754
5524,-32.641107,136.665146,-1.430617,-97.872418,32.29,19.15,52,168.62,4.63,Morning,Tuesday,Cloudy,Express,1.91,Urban,0.0,1.0,7.37,47.407
5525,86.5426545,172.598983,-59.667761,162.055617,36.33,16.93,23,271.02,4.5,Afternoon,Tuesday,Windy,Express,1.16,Remote,0.0,1.0,3.03,45.059
5526,-6.5821175,-2.223191,26.218816,-26.707038,19.36,3.23,70,252.54,3.59,Afternoon,Wednesday,Sunny,Express,1.81,Suburban,0.0,1.0,3.33,24.023
5527,7.4933195,-29.469525,56.685705,113.337169,21.0,8.92,99,280.02,2.25,Night,Friday,Cloudy,Express,0.92,Suburban,0.0,1.0,9.65,33.16
5528,13.7564855,139.965314,69.4980445,92.817062,16.14,1.02,116,190.97,3.73,Morning,Wednesday,Rainy,Standard,1.23,Remote,0.0,1.0,7.21,24.362
5529,24.5722405,99.527262,-33.191754,-74.385309,9.92,14.43,127,20.56,4.59,Night,Tuesday,Cloudy,Express,1.21,Suburban,6.8,1.0,1.41,14.351
5530,-79.9291245,56.836147,7.125238,-66.958824,21.81,5.29,196,53.48,3.97,Evening,Tuesday,Windy,Express,0.66,Suburban,0.0,1.32,9.78,44.67276
5531,-23.8004175,-129.395399,70.341817,-60.56181,7.68,7.94,31,462.09,2.48,Afternoon,Wednesday,Sunny,Standard,1.88,Urban,16.78,1.0,7.76,3.573999999999998
5532,-37.5859565,37.669384,84.970512,-106.80646,26.44,17.02,182,175.52,2.0,Night,Saturday,Cloudy,Express,0.53,Urban,0.0,1.0,2.42,34.082
5533,-26.9439495,11.803212,47.226446,-117.266563,19.02,4.35,100,416.04,1.2,Afternoon,Friday,Sunny,Express,1.09,Suburban,0.0,1.0,7.18,25.771
5534,-85.563117,52.49611,-48.924298,-125.921869,35.91,12.65,167,164.29,2.64,Afternoon,Sunday,Sunny,Express,1.4,Suburban,0.0,1.0,1.02,38.713
5535,-15.174138,98.719581,-21.60971,57.09546,8.55,10.2,173,326.44,3.15,Afternoon,Monday,Snowy,Standard,1.48,Remote,0.0,1.0,7.0,22.09
5536,69.4824595,-126.094862,-50.306192,-113.173579,30.17,7.67,44,335.28,2.29,Afternoon,Saturday,Sunny,Standard,0.74,Remote,4.91,1.6,8.08,56.43560000000001
5537,-71.2879765,129.480408,0.6039515,156.458653,5.35,9.93,81,327.36,4.69,Night,Sunday,Snowy,Express,1.42,Urban,3.84,1.0,4.22,14.315
5538,78.41651,47.891048,-76.689546,-17.822536,41.34,10.81,155,190.96,4.12,Night,Saturday,Sunny,Standard,1.31,Remote,0.0,1.0,9.99,52.587
5539,4.6337045,148.72063,-66.427484,-129.263765,13.9,11.63,39,487.38,4.86,Afternoon,Tuesday,Rainy,Standard,0.84,Remote,0.0,1.0,5.53,27.325
5540,-57.2120265,144.366754,-19.352998,-90.251141,47.06,12.06,196,106.77,0.82,Night,Monday,Sunny,Standard,1.51,Urban,0.0,1.0,2.66,47.158
5541,38.7119365,42.28229,-37.753591,-20.037424,34.25,3.47,93,281.43,3.65,Evening,Wednesday,Windy,Standard,1.94,Urban,10.67,1.0,3.7,25.815
5542,-35.546318,155.530697,-80.408514,113.85253,1.09,11.83,76,99.42,4.21,Night,Sunday,Sunny,Express,1.95,Remote,0.0,1.0,5.23,16.227
5543,-58.365651,23.481752,21.412071,163.201786,11.53,14.64,92,277.76,2.96,Night,Saturday,Cloudy,Express,1.34,Urban,0.0,1.0,6.44,25.944
5544,-6.8133505,70.189724,-2.424291,-111.147714,2.23,19.56,161,207.01,3.79,Evening,Thursday,Cloudy,Express,0.78,Remote,0.0,1.0,7.6,22.954
5545,15.7246865,-72.068342,9.8824855,-71.560431,24.45,19.68,172,333.05,4.96,Afternoon,Tuesday,Windy,Standard,1.93,Urban,0.0,1.0,7.27,41.63
5546,-85.907173,-98.145117,-47.559167,20.495542,45.93,7.25,237,273.4,3.2,Evening,Tuesday,Sunny,Standard,0.83,Urban,0.0,1.0,8.59,52.15900000000001
5547,34.7393375,-25.619066,84.1635445,-110.651157,16.39,13.93,68,93.68,1.12,Afternoon,Tuesday,Sunny,Express,1.97,Suburban,7.69,1.0,3.83,17.337
5548,-14.937775,-96.073048,-42.187911,28.063958,46.13,9.81,78,304.4,2.34,Evening,Tuesday,Snowy,Standard,1.09,Suburban,15.49,1.0,2.22,30.879
5549,72.228404,-61.661714,57.109245,-54.228223,14.94,18.74,103,291.19,1.4,Night,Wednesday,Snowy,Express,0.7,Suburban,0.0,1.0,1.01,23.732
5550,31.4953955,-131.662241,-43.277375,129.443074,16.23,14.35,181,398.53,3.6,Night,Tuesday,Sunny,Standard,1.29,Urban,0.0,1.0,9.87,33.629
5551,-65.8640715,-86.822673,44.6014055,-136.233428,31.66,16.89,220,99.59,3.58,Morning,Tuesday,Cloudy,Express,0.56,Urban,0.0,1.0,5.61,42.963
5552,0.904477,114.004759,-61.7274465,-66.645972,26.05,3.49,182,128.45,4.88,Evening,Monday,Windy,Express,1.71,Urban,0.0,1.99,4.73,64.06805000000001
5553,-44.543202,-112.909151,36.4734515,-62.065044,39.91,12.96,179,385.66,0.51,Night,Friday,Sunny,Express,1.01,Urban,18.87,1.0,9.23,29.278
5554,-6.2577765,-56.69309,82.147976,-51.992542,5.76,2.77,203,427.38,1.79,Night,Wednesday,Snowy,Express,1.92,Suburban,0.0,1.0,7.2,14.983
5555,-45.335391,-127.512378,-28.322213,80.803368,33.16,19.31,23,201.29,0.81,Evening,Sunday,Windy,Express,0.79,Urban,0.0,1.13,8.76,51.70088999999999
5556,-35.467766,-113.758725,-71.2335235,-1.643963,6.23,4.88,200,244.82,3.58,Night,Wednesday,Rainy,Standard,0.83,Remote,0.0,1.0,8.88,19.884
5557,-59.7480935,34.622024,-65.948826,7.937403,19.41,8.0,203,203.03,3.08,Evening,Sunday,Cloudy,Standard,0.97,Suburban,0.0,1.0,5.12,27.728
5558,50.334039,17.059159,71.436846,101.915892,13.63,15.68,210,332.16,2.46,Morning,Tuesday,Cloudy,Express,1.7,Urban,0.0,1.0,3.32,24.524
5559,-73.2711445,120.872133,-18.515833,62.076708,23.61,0.93,177,85.95,3.09,Evening,Tuesday,Rainy,Express,1.38,Suburban,8.2,1.0,4.33,18.573
5560,-12.7271885,159.41251,9.791735,19.334739,32.43,19.61,219,269.71,3.93,Afternoon,Thursday,Sunny,Express,0.84,Suburban,0.0,1.0,9.96,49.639
5561,-9.463364,-23.721457,-57.9931605,97.178393,18.93,16.66,108,468.15,2.14,Evening,Thursday,Rainy,Express,0.54,Suburban,0.0,1.0,3.01,28.624
5562,13.237028,-8.073743,57.976763,-111.11856,13.47,2.85,68,413.23,0.87,Evening,Monday,Rainy,Standard,0.51,Urban,2.61,1.0,4.78,15.241
5563,-51.338367,160.614916,-4.21756,-47.885579,9.7,10.81,238,242.48,1.29,Night,Tuesday,Rainy,Standard,1.45,Suburban,0.0,1.0,3.35,17.805
5564,64.8388555,-44.818371,51.0324505,155.070584,49.67,6.22,77,125.03,2.84,Afternoon,Sunday,Snowy,Standard,1.48,Suburban,0.0,1.0,1.19,46.876
5565,-7.23237,72.120401,-22.03858,166.446724,28.77,13.41,148,186.42,1.83,Morning,Saturday,Snowy,Standard,1.08,Suburban,11.77,1.0,5.06,24.841
5566,38.587149,25.32559,65.075054,-152.94558,11.84,18.75,38,201.98,0.6,Evening,Wednesday,Sunny,Standard,1.38,Remote,0.0,1.0,3.55,22.997
5567,-78.0411095,-50.787912,45.46967,-113.055027,15.68,1.29,220,153.4,0.67,Night,Tuesday,Rainy,Express,1.16,Suburban,0.0,1.0,1.98,15.839
5568,52.162126,41.225143,-1.912529,127.328504,16.59,9.17,86,111.6,3.15,Afternoon,Monday,Snowy,Express,1.99,Urban,0.0,1.0,9.92,30.927
5569,-17.193727,19.855184,-45.9367345,-114.162669,18.87,18.46,52,102.94,1.7,Night,Monday,Windy,Express,1.95,Remote,0.0,1.0,9.49,35.516
5570,74.0095005,-110.107959,-54.952192,55.824814,45.32,19.01,156,444.26,4.31,Evening,Sunday,Snowy,Standard,0.76,Suburban,0.0,1.0,1.1,51.17100000000001
5571,-57.2623655,-126.934485,22.5203365,-122.42362,16.48,12.48,41,433.13,3.75,Night,Monday,Rainy,Express,1.57,Suburban,0.0,1.0,1.03,24.204
5572,-69.491936,-164.109003,-38.187269,98.66015,23.47,19.03,140,319.34,2.19,Afternoon,Tuesday,Snowy,Express,1.1,Remote,0.0,2.53,9.8,101.91093
5573,-15.8971325,105.827882,-77.268656,172.787215,9.73,6.42,120,72.75,3.07,Night,Friday,Cloudy,Standard,1.89,Suburban,0.0,1.0,8.64,22.704
5574,-45.2079175,-52.433723,-85.0596905,91.671035,28.33,12.37,82,85.11,0.5,Morning,Tuesday,Windy,Standard,0.7,Urban,0.0,1.0,1.68,31.029
5575,-62.510537,157.101769,74.9031165,-52.570341,35.46,13.46,20,257.21,4.76,Night,Wednesday,Snowy,Express,1.37,Remote,14.29,1.0,2.5,28.068
5576,9.162641,-135.135114,-71.403583,-59.789013,11.77,9.77,144,240.7,2.65,Morning,Monday,Rainy,Standard,1.06,Urban,0.0,1.0,3.72,20.671
5577,34.789,-83.366996,-16.9467535,80.703978,1.96,16.88,221,323.44,0.78,Morning,Wednesday,Rainy,Express,1.69,Remote,0.0,1.0,4.01,14.798
5578,-86.7812065,-112.342547,84.491588,105.681956,31.53,4.66,28,447.5,1.58,Night,Monday,Snowy,Standard,1.31,Remote,0.0,1.0,5.27,34.404
5579,42.6901755,-61.227712,-33.8558255,171.429018,10.78,5.03,196,194.05,0.63,Morning,Wednesday,Rainy,Standard,1.63,Urban,11.79,1.0,3.48,3.459000000000003
5580,30.014955,-1.251316,15.755645,31.39769,17.51,19.06,169,199.94,2.81,Afternoon,Sunday,Rainy,Express,1.67,Suburban,11.42,1.0,5.04,19.968
5581,75.0950515,41.306626,23.390916,-58.237334,14.14,14.6,74,258.3,4.52,Morning,Tuesday,Windy,Express,1.53,Urban,1.81,1.0,3.55,24.872
5582,52.1807105,118.250673,-29.9504635,-126.259652,19.29,1.77,74,80.63,2.4,Night,Friday,Snowy,Express,1.84,Remote,13.72,1.0,2.61,7.606999999999998
5583,35.6103985,-20.610798,12.988588,135.860723,24.47,12.3,161,164.91,0.83,Afternoon,Friday,Cloudy,Express,1.38,Remote,19.82,1.0,4.63,11.366
5584,63.7055115,151.082397,78.783886,-115.593613,15.69,1.14,172,201.03,1.57,Evening,Friday,Sunny,Standard,1.17,Remote,0.0,1.0,2.24,16.932
5585,1.5925675,91.990309,-30.8355345,55.90165,35.24,1.41,132,499.01,3.21,Evening,Wednesday,Rainy,Express,0.96,Suburban,0.0,1.0,8.28,40.387
5586,78.2572465,6.623287,2.779102,38.993042,48.25,19.35,208,400.77,1.92,Evening,Thursday,Sunny,Standard,1.78,Urban,0.0,1.89,7.42,108.89235
5587,52.154897,130.387627,18.6859175,-105.807285,43.4,3.28,50,143.25,2.22,Night,Friday,Rainy,Standard,0.87,Suburban,0.0,1.0,3.25,41.83
5588,-69.90032,-31.671248,-18.4435495,80.040781,46.08,10.73,32,133.77,3.86,Afternoon,Tuesday,Rainy,Express,0.82,Suburban,0.0,1.0,9.66,55.749
5589,-86.2601975,-153.334677,-47.6945605,-27.226415,3.95,15.81,128,121.15,2.06,Morning,Friday,Sunny,Standard,1.09,Remote,0.0,1.0,7.87,20.995
5590,-36.572161,-119.461677,-6.370167,-34.693972,36.14,17.78,127,319.97,4.27,Night,Wednesday,Sunny,Standard,0.79,Suburban,0.0,1.0,4.98,47.05200000000001
5591,-25.934847,-84.184256,6.841858,165.988274,40.41,11.45,207,121.01,0.87,Morning,Wednesday,Snowy,Standard,1.8,Suburban,0.0,1.0,4.45,43.373
5592,32.7433175,-34.929568,-65.432689,136.494657,42.02,3.16,106,273.14,3.58,Morning,Monday,Windy,Express,1.29,Suburban,5.64,1.0,5.95,39.08600000000001
5593,-72.7334505,177.154944,-16.8486175,145.009295,36.04,1.36,201,116.94,1.14,Night,Sunday,Cloudy,Standard,0.8,Suburban,0.0,1.0,7.38,38.032
5594,-47.7280775,46.889262,82.062634,2.643598,36.02,19.11,85,80.78,2.98,Evening,Monday,Sunny,Standard,0.91,Remote,0.0,1.0,8.9,50.251
5595,11.233191,-51.220775,-13.005235,51.272049,49.5,15.79,212,303.15,4.28,Night,Saturday,Snowy,Express,1.16,Suburban,0.0,1.0,1.21,52.98500000000001
5596,53.829471,38.355315,-24.346122,155.203241,42.84,11.43,89,113.87,3.91,Afternoon,Thursday,Rainy,Standard,0.66,Suburban,0.0,1.0,6.52,50.417
5597,44.8531285,115.865682,8.6153085,-78.117161,38.81,15.67,89,489.06,1.9,Afternoon,Tuesday,Rainy,Express,1.17,Urban,0.0,1.0,3.03,43.813
5598,-48.1879175,-106.267937,-74.935326,-51.034004,35.23,13.01,138,64.78,3.47,Evening,Friday,Windy,Standard,1.65,Urban,0.0,1.0,1.64,39.799
5599,15.174721,-85.719594,-21.242422,35.058788,7.06,18.56,211,40.9,2.9,Afternoon,Wednesday,Sunny,Express,0.58,Remote,0.0,2.34,6.38,56.64671999999999
5600,20.919926,-141.776644,24.8409925,139.584757,3.62,12.57,223,182.73,2.97,Evening,Monday,Rainy,Standard,1.78,Remote,19.9,1.0,2.05,-5.698999999999998
5601,11.0552035,101.386615,41.6962455,84.381883,47.5,17.48,79,392.82,3.58,Evening,Wednesday,Sunny,Standard,1.32,Urban,0.0,2.61,7.83,151.7715
5602,-11.300126,124.634896,75.9118485,68.668678,37.47,9.53,46,125.06,1.06,Morning,Saturday,Rainy,Express,1.2,Remote,0.0,1.0,3.22,39.021
5603,77.2676155,-121.051384,85.230449,-168.889454,34.26,16.48,233,393.6,1.37,Night,Monday,Windy,Standard,1.49,Remote,0.0,1.33,4.68,55.45834000000001
5604,10.2671215,142.551995,3.824858,33.345578,14.84,8.11,30,288.1,4.53,Afternoon,Wednesday,Rainy,Express,1.04,Urban,0.0,1.0,6.42,26.877
5605,68.6647325,-123.869539,-83.087266,150.847629,3.86,17.0,99,156.55,3.1,Night,Thursday,Windy,Standard,1.26,Remote,2.52,1.0,1.35,13.518
5606,60.3497555,-22.87946,17.1222485,123.377846,34.03,14.65,184,377.8,4.56,Night,Sunday,Rainy,Express,1.8,Urban,0.0,1.0,7.54,46.64900000000001
5607,30.8971875,63.4802,-15.878674,-113.362681,47.63,11.11,170,312.31,4.48,Night,Wednesday,Rainy,Express,0.55,Suburban,0.0,1.0,5.21,53.34900000000001
5608,-78.892348,155.597795,24.045749,108.733056,15.95,9.02,239,268.73,4.27,Night,Wednesday,Rainy,Express,1.81,Suburban,13.52,1.0,2.99,11.01
5609,-60.091096,-136.915418,-83.183344,125.653324,31.4,1.04,205,238.27,1.46,Morning,Sunday,Rainy,Express,0.86,Urban,0.0,1.0,7.92,35.02
5610,25.0891695,157.820329,-32.3958465,-128.598284,24.72,18.68,59,98.19,3.04,Morning,Thursday,Cloudy,Express,0.82,Remote,0.0,1.0,9.91,42.066
5611,-58.482915,154.823605,21.5015045,-51.876628,2.58,5.19,184,164.65,2.38,Afternoon,Wednesday,Snowy,Express,1.86,Urban,0.0,1.0,6.68,13.719
5612,-60.843143,-95.551709,-1.135813,21.063162,13.0,2.03,57,342.68,3.79,Evening,Sunday,Sunny,Standard,1.26,Remote,0.0,1.51,3.2,27.79155
5613,-81.8941215,-5.779652,-35.833026,170.418336,44.65,19.54,123,96.19,0.84,Night,Saturday,Windy,Express,1.45,Remote,0.0,1.0,2.42,48.75
5614,71.570031,104.857185,48.249711,116.391665,47.04,1.69,146,46.38,3.55,Morning,Thursday,Cloudy,Standard,0.88,Urban,0.0,1.0,2.22,44.24699999999999
5615,89.9306135,-91.220111,84.450437,124.079386,19.67,14.02,172,478.34,4.59,Night,Tuesday,Rainy,Standard,1.34,Remote,15.53,1.0,5.32,17.126
5616,-3.002237,-118.082909,-85.2798565,-9.507756,8.84,3.6,137,191.49,0.72,Night,Thursday,Snowy,Express,1.59,Urban,0.0,1.0,3.14,12.732
5617,-51.5560055,46.237124,-32.924848,109.238218,21.85,19.84,32,124.6,4.97,Night,Saturday,Sunny,Standard,0.7,Remote,0.0,1.0,9.58,41.95
5618,-39.255298,135.239131,56.569669,69.734257,6.45,19.55,233,338.22,1.79,Evening,Monday,Rainy,Standard,1.23,Remote,0.0,1.0,8.34,25.065
5619,11.994815,-13.248532,-19.82813,-158.692028,32.07,15.59,102,396.16,0.73,Night,Wednesday,Cloudy,Standard,0.92,Suburban,0.0,1.0,9.55,43.73099999999999
5620,-12.5059935,126.980316,8.103196,-52.305293,1.16,9.87,180,355.29,3.25,Afternoon,Friday,Sunny,Express,1.44,Urban,0.0,1.0,1.5,10.613
5621,-71.230961,-163.623988,65.5820115,158.443699,26.27,7.08,116,288.02,4.95,Morning,Friday,Snowy,Standard,1.32,Urban,0.0,1.0,1.43,30.936
5622,-82.684314,-120.59018,41.816373,-84.469226,20.49,2.33,236,309.01,1.2,Evening,Saturday,Cloudy,Standard,1.72,Suburban,10.45,1.0,2.63,10.937
5623,-31.0027955,-64.195866,-53.234288,160.622058,36.18,2.15,171,132.58,1.16,Night,Friday,Rainy,Express,0.87,Urban,14.78,1.0,3.31,19.709
5624,-70.102238,-149.935831,70.1755885,128.327093,8.36,9.03,87,375.79,3.21,Night,Wednesday,Windy,Standard,1.01,Remote,0.0,1.0,7.75,22.163
5625,6.89763,172.893436,-75.7973155,26.92648,20.7,14.82,166,185.27,4.0,Evening,Tuesday,Rainy,Express,1.48,Remote,7.47,1.0,8.24,28.74
5626,-43.193022,62.964871,39.4643945,-153.960238,48.64,3.74,122,42.79,3.04,Afternoon,Wednesday,Sunny,Standard,1.8,Urban,0.0,1.0,6.33,50.152
5627,-48.2740445,88.242903,-9.5281175,150.592196,15.77,13.98,42,227.58,2.8,Night,Friday,Sunny,Standard,1.75,Remote,0.0,1.0,5.77,28.176
5628,-18.8868215,-68.89462,-86.372974,52.253812,46.76,11.9,65,330.62,2.18,Night,Sunday,Sunny,Express,1.7,Remote,0.0,1.0,6.29,51.828
5629,20.772597,163.691425,40.6059865,-85.129936,13.9,12.7,216,347.65,2.73,Night,Friday,Cloudy,Express,1.12,Suburban,6.62,1.0,4.95,18.53
5630,-37.71204,117.148879,17.873922,-76.258934,42.32,7.82,86,192.21,0.63,Afternoon,Saturday,Snowy,Express,0.69,Remote,0.0,1.64,1.79,65.90504000000001
5631,-70.87094,21.438372,-19.2708525,-3.849394,49.96,4.26,138,459.41,2.54,Morning,Saturday,Rainy,Express,1.23,Suburban,0.0,1.0,3.23,47.868
5632,-18.948592,-54.127521,8.8721835,-175.248809,16.4,5.07,96,56.72,3.44,Morning,Wednesday,Windy,Express,1.71,Remote,0.0,1.0,8.86,27.955
5633,57.311546,-159.379755,35.8548255,123.720039,7.16,17.71,227,95.62,3.79,Night,Monday,Cloudy,Standard,1.51,Suburban,0.0,1.0,3.39,21.763
5634,83.9166635,125.704,34.8923635,-153.215993,31.74,3.43,218,342.38,3.42,Night,Friday,Cloudy,Express,1.55,Suburban,8.1,2.71,7.66,95.38677
5635,-31.4571005,-98.804026,-59.281102,168.124047,5.24,2.25,104,442.19,3.97,Night,Friday,Windy,Standard,1.81,Remote,12.92,1.0,2.27,-1.363
5636,56.73321,105.450294,26.7962635,151.385107,15.38,5.55,223,83.85,0.64,Morning,Saturday,Snowy,Express,1.59,Remote,0.0,1.0,5.19,20.909
5637,-52.7223415,-56.885765,-0.8845705,161.447104,41.82,12.69,107,361.92,3.13,Afternoon,Friday,Snowy,Express,1.7,Suburban,0.0,2.19,3.47,101.61819
5638,-16.043265,-124.258607,-10.393333,-20.169891,49.7,16.72,111,6.73,2.03,Morning,Tuesday,Cloudy,Standard,0.62,Urban,7.68,1.0,5.15,47.62
5639,60.814883,-107.22098,58.91133,-86.151977,4.31,18.23,49,226.97,1.91,Morning,Monday,Sunny,Express,0.74,Urban,0.0,1.0,9.27,23.743
5640,67.292914,-31.622797,65.588656,165.964586,10.24,8.89,49,88.54,2.18,Morning,Friday,Rainy,Standard,1.22,Urban,0.0,1.0,3.9,18.717
5641,3.500994,44.130675,63.5228125,38.618635,21.8,18.08,72,223.06,2.19,Afternoon,Monday,Snowy,Standard,1.09,Suburban,0.0,1.0,5.36,34.03
5642,-25.269488,-9.863302,79.035098,-32.200387,39.26,18.03,238,62.02,3.14,Night,Sunday,Snowy,Express,1.96,Remote,6.51,1.0,6.21,43.26300000000001
5643,0.3128815,-160.55816,-43.5120775,-55.38477,6.66,4.12,49,37.99,0.9,Morning,Saturday,Rainy,Express,0.82,Remote,0.0,1.0,7.11,15.398
5644,-6.558502,-116.949114,-77.824623,-79.300508,33.74,15.94,23,119.68,4.1,Night,Friday,Snowy,Express,1.77,Suburban,0.0,1.0,2.58,41.642
5645,31.4648185,118.214159,23.256514,-161.661531,30.99,1.05,37,373.49,4.06,Night,Tuesday,Rainy,Standard,1.79,Remote,17.7,1.0,8.24,19.917
5646,24.916992,-164.896938,-88.745334,-113.495322,1.6,5.3,113,208.93,1.32,Afternoon,Tuesday,Sunny,Standard,1.67,Suburban,0.0,2.71,5.9,30.2165
5647,-51.8502725,1.795766,20.232903,-40.700988,27.28,12.9,17,199.53,0.98,Morning,Sunday,Windy,Standard,1.97,Suburban,0.0,1.0,3.74,32.994
5648,3.401062,79.798931,26.295177,-160.484229,15.65,7.58,138,388.93,2.64,Afternoon,Wednesday,Rainy,Standard,1.83,Urban,7.28,1.0,7.48,19.15
5649,3.778172,-100.393938,-40.2300025,36.052055,18.99,14.42,156,423.65,2.84,Afternoon,Monday,Snowy,Express,1.54,Remote,6.55,1.0,5.08,23.772
5650,33.826862,-167.034951,67.316747,27.379543,49.66,0.57,119,325.77,4.89,Morning,Saturday,Windy,Express,0.58,Remote,0.0,1.0,6.73,51.633
5651,38.7057915,-175.99044,-21.7675305,-121.803909,44.64,15.91,160,402.99,0.94,Morning,Friday,Windy,Express,0.86,Remote,0.0,1.0,3.83,48.437
5652,-75.598073,-133.901577,-1.8968535,-97.251087,39.52,17.22,174,449.95,1.88,Night,Monday,Cloudy,Express,1.98,Remote,0.0,1.0,7.52,49.626
5653,1.0721765,-101.196144,-30.313,-98.245006,31.31,14.02,159,130.13,4.21,Night,Sunday,Snowy,Express,1.15,Remote,6.94,1.0,4.3,33.628
5654,23.6755995,-170.773759,65.6048925,68.654531,17.94,16.08,95,90.68,2.56,Morning,Wednesday,Windy,Express,1.37,Suburban,0.0,1.0,7.73,32.682
5655,14.1055115,35.641011,-77.3327385,-166.489978,18.2,4.99,204,404.98,2.66,Afternoon,Thursday,Windy,Standard,1.6,Urban,0.0,1.03,7.14,27.66065
5656,-32.860254,83.281035,-23.661101,142.470329,19.28,15.71,99,468.09,2.02,Morning,Tuesday,Cloudy,Express,1.03,Urban,11.72,1.0,5.93,19.509
5657,-54.7357375,-153.519716,-54.780667,22.621621,2.44,4.34,43,276.86,2.72,Evening,Monday,Rainy,Standard,0.69,Remote,1.31,1.0,3.49,9.022
5658,65.0162965,-102.367908,-51.0416005,153.300264,49.71,11.45,206,321.41,3.25,Afternoon,Friday,Sunny,Express,1.79,Suburban,6.16,2.56,2.51,125.04768
5659,57.697395,51.848657,-56.776674,45.054964,21.78,18.59,151,165.2,3.32,Morning,Saturday,Rainy,Express,0.85,Urban,0.0,1.0,5.82,35.859
5660,73.786866,-40.11625,-18.7195645,-144.485073,48.26,2.88,210,239.76,4.54,Night,Sunday,Sunny,Standard,1.98,Remote,0.0,1.0,1.11,45.698
5661,-86.5678405,-146.956519,-3.333093,-57.13175,39.89,9.28,88,53.82,2.46,Evening,Sunday,Snowy,Standard,0.92,Suburban,0.0,1.46,5.46,64.92912
5662,-26.516707,119.992476,-15.2301985,-153.025596,2.56,7.29,165,13.32,2.75,Night,Sunday,Cloudy,Express,0.88,Remote,6.45,1.0,8.33,10.323
5663,40.7224475,-174.804391,-7.7783855,21.919982,10.9,1.55,61,386.89,4.14,Night,Wednesday,Windy,Standard,0.62,Urban,11.55,1.0,9.37,11.455
5664,-47.424045,-124.055032,-88.265972,78.484675,41.34,9.09,169,307.15,2.01,Afternoon,Thursday,Cloudy,Standard,1.11,Urban,17.84,1.0,9.87,31.657
5665,-19.142578,162.415828,-88.207172,159.404657,46.6,8.32,43,112.3,2.26,Afternoon,Thursday,Cloudy,Express,1.16,Urban,0.0,1.0,9.74,53.44
5666,45.719704,155.419547,0.842514,98.193688,25.77,12.57,88,257.0,4.09,Night,Monday,Windy,Standard,1.0,Suburban,0.0,1.0,5.36,36.351
